Key,Name,Address Line 1,City,State,Zip,latitude,longitude,Address Validity,BI Qualification,BI Plan,BI Service Level,BI Availability,BI Reason,4G LTE,L600,L700,L1900,L2100,L2500,Covlall,5G,NR600,NR1900,NR2500,Roaming Only,Roaming,NearestSite,Tower Distance,DistToSite_Mi,DirectionDegrees,Technician Tablets,Fixed Wireless,Trucks,Hexbins,Sample Count,Avg Ookla Download (Mbps),Min Ookla Download (Mbps),Max Ookla Download (Mbps),Avg Ookla Upload (Mbps),Min Ookla Upload (Mbps),Max Ookla Upload (Mbps),Avg Ookla Latency (ms),Min Ookla Latency (ms),Max Ookla Latency (ms),Hexbins - VZ,Sample Count - VZ,Avg Ookla Download (Mbps) - VZ,Min Ookla Download (Mbps) - VZ,Max Ookla Download (Mbps) - VZ,Avg Ookla Upload (Mbps) - VZ,Min Ookla Upload (Mbps) - VZ,Max Ookla Upload (Mbps) - VZ,Avg Ookla Latency (ms) - VZ,Min Ookla Latency (ms) - VZ,Max Ookla Latency (ms) - VZ,Hexbins - AT&T,Sample Count - AT&T,Avg Ookla Download (Mbps) - AT&T,Min Ookla Download (Mbps) - AT&T,Max Ookla Download (Mbps) - AT&T,Avg Ookla Upload (Mbps) - AT&T,Min Ookla Upload (Mbps) - AT&T,Max Ookla Upload (Mbps) - AT&T,Avg Ookla Latency (ms) - AT&T,Min Ookla Latency (ms) - AT&T,Max Ookla Latency (ms) - AT&T
1177,VACHAR01,8000 Chambers Rd,Charles City,VA,23030,37.43827,-77.132133,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Residential,,In-Building Residential,Outdoor,Outdoor,,In-Building Residential,In-Vehicle,In-Vehicle,Outdoor,,,No,VA71915A,< 3 Miles,2.1,57,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,NHROCH05,214 Rochester Neck,Rochester,NH,3839,43.232592,-70.954429,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Vehicle,In-Vehicle,In-Vehicle,Outdoor,,,In-Vehicle,In-Vehicle,In-Vehicle,,,,No,4BS0032A,< 3 Miles,2.1,73,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,KYIRVI03,2700 Winchester Road,Irvine,KY,40336,37.733958,-83.987788,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Vehicle,,In-Vehicle,In-Vehicle,In-Vehicle,,In-Vehicle,In-Vehicle,In-Vehicle,Outdoor,Outdoor,,Yes,9LV3234A,< 3 Miles,2.6,101,Yes but need indoor booster,Yes,Yes,Nearby,2,24.5,1.5,47.6,0.1,0.1,0.1,55,45,64,,,,,,,,,,,,Nearby,3,3.0,0.7,7.3,0.1,0.1,0.3,73,71,76
1049,OHWAYN02,6449 Ravenna Ave,Waynesburg,OH,44688,40.708894,-81.25459,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Residential,Outdoor,In-Building Residential,In-Vehicle,Outdoor,,In-Building Residential,In-Vehicle,In-Vehicle,Outdoor,Outdoor,,No,CL15828A,< 5 Miles,3.2,278,Yes,Yes,Yes,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
380,GAMARI01,1850 Parkway Place,Marietta,GA,30067,33.938178,-84.501923,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9AT0105A,< 0.25 Mile,0.0,14,Yes,Yes,Yes,PC67480245,1,130.5,130.5,130.5,11.7,11.7,11.7,27,27,27,PC67480245,2,190.2,6.4,374.0,25.7,0.8,50.5,25,17,33,Nearby,22,264.2,1.4,744.0,20.2,0.1,55.3,21,12,69
116,MSSUMM01,1157 Highway 51,Summit,MS,39666,31.303308,-90.468055,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,NO02762B,< 0.25 Mile,0.0,28,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Nearby,1,218.3,218.3,218.3,466.3,466.3,466.3,20,20,20
1173,COCOLO03,80 E Chambers,Colorado Springs,CO,80907,38.882002,-104.821528,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DN06108A,< 0.25 Mile,0.1,179,Yes,Yes,Yes,Nearby,42,309.9,5.3,830.0,19.3,0.0,80.9,19,11,36,Nearby,15,457.6,6.5,1018.0,23.0,1.7,83.0,18,4,30,Nearby,20,68.1,0.0,249.8,6.3,0.1,19.8,49,20,107
715,FLDAVI04,3250 SW 50th Ave,Davie,FL,33314,26.082144,-80.212628,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,6FB1431M,< 0.25 Mile,0.1,166,Yes,Yes,Yes,Nearby,32,464.2,0.0,1030.6,21.8,0.0,52.9,21,10,33,Nearby,23,276.5,0.0,777.3,16.8,0.0,77.8,29,13,103,Nearby,18,204.7,0.6,561.9,17.8,0.5,60.2,42,14,180
567,PABRIS01,2505 Old Rodgers Rd,Bristol,PA,19007,40.117412,-74.879237,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,1BU8051A,< 0.25 Mile,0.1,358,Yes,Yes,Yes,Nearby,13,432.9,39.6,1111.3,14.9,0.0,68.2,20,14,30,Nearby,10,84.9,2.2,339.9,2.6,0.2,5.3,69,20,193,Nearby,3,140.8,7.7,264.2,2.9,1.1,4.4,35,26,45
1174,AZURE01,800 Capitol Street,Houston,TX,77002,29.760057,-95.364857,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A3A0340B,< 0.25 Mile,0.1,183,Yes,Yes,Yes,PC35046308,80,242.9,0.2,1209.1,37.9,0.1,141.7,39,7,473,PC35046308,54,259.3,14.0,2591.0,31.0,0.0,134.5,36,14,596,PC35046308,59,240.2,0.0,1196.9,41.4,0.0,478.6,26,7,308
702,IAFORT01,3200 Ave. N,Fort Madison,IA,52627,40.624455,-91.352893,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,DM06803A,< 0.25 Mile,0.1,189,Yes,Yes,Yes,Nearby,3,232.1,202.2,286.2,39.0,28.4,45.2,29,24,33,Nearby,2,96.4,29.0,163.8,11.7,1.7,21.8,93,76,110,,,,,,,,,,,
831,CACOMP01,407 E. El Segundo Blvd,Compton,CA,90222,33.916478,-118.221891,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,LA82822A,< 0.25 Mile,0.1,123,Yes,Yes,Yes,RU00677113,1,1.0,1.0,1.0,0.8,0.8,0.8,13,13,13,RU00677113,1,558.5,558.5,558.5,60.5,60.5,60.5,15,15,15,Nearby,207,401.5,0.2,690.9,17.4,0.1,95.7,32,10,95
713,NYYONK02,325 Yonkers Ave,Yonkers,NY,10701,40.933383,-73.872696,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,WE03216G,< 0.25 Mile,0.2,247,Yes,Yes,Yes,PF38425370,2,100.8,9.2,192.3,8.2,2.6,13.9,27,22,31,Nearby,28,391.8,2.8,1271.3,28.5,0.7,106.7,28,15,72,PF38425370,1,13.2,13.2,13.2,0.1,0.1,0.1,42,42,42
381,CASANT07,1850 W. Betteravia,Maria,CA,93455,34.920832,-120.478201,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,SV82300A,< 0.25 Mile,0.2,158,Yes,Yes,Yes,Nearby,1,28.5,28.5,28.5,0.3,0.3,0.3,81,81,81,,,,,,,,,,,,Nearby,1,7.5,7.5,7.5,1.2,1.2,1.2,29,29,29
429,WASEAT07,2001 6th Ave,Seattle,WA,98121,47.61435,-122.338866,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SE03838C,< 0.25 Mile,0.2,290,Yes,Yes,Yes,RU85041553,145,114.1,0.0,1062.0,18.2,0.0,136.2,37,8,471,RU85041553,124,325.8,1.5,2982.3,46.3,0.0,164.4,20,6,50,RU85041553,45,35.0,1.7,94.2,12.4,0.7,45.9,42,18,237
1244,MDUPPE01,9304 D'Arcy Rd,Upper Marlboro,MD,20774,38.851202,-76.845709,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,7WAS075A,< 0.25 Mile,0.2,56,Yes,Yes,Yes,Nearby,23,291.9,10.8,938.7,13.9,0.3,60.6,30,10,161,PF32386784,2,477.6,181.3,774.0,106.8,69.7,144.0,21,16,25,Nearby,10,185.9,25.9,546.5,6.0,1.8,18.8,32,23,44
73,GAKATH01,108 Highway 247 Spur,Kathleen,GA,31047,32.464703,-83.619606,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9AT5318A,< 0.25 Mile,0.2,226,Yes,Yes,Yes,,,,,,,,,,,,Nearby,1,2.0,2.0,2.0,0.0,0.0,0.0,439,439,439,,,,,,,,,,,
207,FLORLA02,1334 North Goldenrod Rd,Orlando,FL,32807,28.562567,-81.288201,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A2E0007A,< 0.25 Mile,0.2,8,Yes,Yes,Yes,Nearby,125,417.4,5.8,1115.3,26.1,0.0,262.9,19,7,103,Nearby,70,250.6,1.3,1049.7,15.3,0.1,127.4,28,9,227,Nearby,23,206.2,3.5,953.9,17.9,0.1,150.6,32,15,119
803,SCWELL01,390 Innovation Way,Wellford,SC,29385,34.935819,-82.071677,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,8GV0128A,< 0.25 Mile,0.2,246,Yes,Yes,Yes,Nearby,7,649.1,574.3,727.6,66.7,11.1,118.1,21,14,36,Nearby,13,358.8,19.5,1192.3,28.1,0.6,77.0,30,15,91,Nearby,5,113.4,18.0,392.1,24.0,0.1,87.4,53,34,86
1194,MASPRI02,84 Birnie Ave,Springfield,MA,1107,42.116636,-72.610058,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,4SHM006A,< 0.25 Mile,0.2,159,Yes,Yes,Yes,Nearby,103,448.2,0.5,1612.1,26.9,0.0,99.0,27,11,356,Nearby,55,464.6,1.4,1037.3,42.2,0.5,113.1,28,15,77,Nearby,608,146.8,0.1,1077.9,40.5,0.0,121.4,36,11,228
625,GADORA01,2784 Woodwin Road,Doraville,GA,30360,33.917836,-84.274568,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9AT3042A,< 0.5 Mile,0.3,133,Yes,Yes,Yes,PC67475086,1,1381.0,1381.0,1381.0,28.3,28.3,28.3,8,8,8,Nearby,10,216.5,20.4,683.2,14.7,1.2,50.6,28,2,52,Nearby,18,459.6,2.6,1430.8,22.1,0.1,92.5,20,10,43
373,NYBROO14,1824 Shore Parkway,Brooklyn,NY,11214,40.589984,-73.995696,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,BK09052A,< 0.5 Mile,0.3,16,Yes,Yes,Yes,PF38147005,1,44.4,44.4,44.4,19.3,19.3,19.3,19,19,19,Nearby,102,416.9,0.0,1598.6,40.2,0.0,285.9,26,13,117,Nearby,55,217.6,0.0,724.2,18.1,0.0,83.3,39,15,269
723,ILCHIC10,3301 W 48th Pl,Chicago,IL,60632,41.804946,-87.706301,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CH22902C,< 0.5 Mile,0.3,54,Yes,Yes,Yes,PF26615707,1660,293.2,0.0,1984.7,21.1,0.0,893.3,27,1,631,PF26615707,1120,230.7,0.0,3823.2,21.4,0.0,464.6,37,8,1023,PF26615707,739,217.7,0.0,1555.9,24.4,0.0,523.7,33,4,727
191,NVRENO07,130 Vassar Street,Reno,NV,89520,39.512755,-119.805448,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SC09816A,< 0.5 Mile,0.3,333,Yes,Yes,Yes,RU40086783,3,646.6,617.6,687.9,11.9,10.3,15.0,16,14,20,RU40086783,1,642.7,642.7,642.7,17.2,17.2,17.2,37,37,37,RU40086783,5,344.9,34.4,616.2,11.9,3.0,26.2,23,14,29
824,TXVICT01,4010 Callis Street,Victoria,TX,77901,28.775946,-96.972912,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,CC01183A,< 0.5 Mile,0.3,64,Yes,Yes,Yes,Nearby,4,824.2,267.2,1071.5,50.3,0.7,69.2,34,24,60,Nearby,1,12.7,12.7,12.7,0.8,0.8,0.8,27,27,27,Nearby,4,300.4,101.5,493.5,10.9,0.7,25.8,32,24,40
1201,FLJACK04,8540 Old Kings Rd,Jacksonville,FL,32219,30.397794,-81.759145,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9JK0013A,< 0.5 Mile,0.3,37,Yes,Yes,Yes,Nearby,10,216.4,0.4,1016.8,13.9,0.0,60.6,113,9,549,Nearby,8,754.1,167.6,1419.7,54.8,29.8,141.3,24,15,32,PB85436645,1,186.0,186.0,186.0,42.7,42.7,42.7,28,28,28
65,WIFRAN03,10627 S. 27th St,Franklin,WI,53132,42.851302,-87.952469,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,ML84202A,< 0.5 Mile,0.3,267,Yes,Yes,Yes,Nearby,2,459.4,310.6,608.2,14.6,12.3,16.9,14,11,16,Nearby,4,138.7,69.5,210.5,14.6,6.8,25.0,29,21,39,Nearby,4,36.9,4.7,122.1,1.3,0.3,3.3,50,41,72
882,PABIRD01,455 Poplar Neck Rd,Birdsboro,PA,19508,40.302294,-75.908057,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,,No,2BE3410E,< 0.5 Mile,0.3,317,Yes,Yes,Yes,Nearby,5,29.6,0.0,67.4,71.1,30.4,130.1,21,14,27,Nearby,3,345.7,272.3,419.1,26.7,19.0,38.7,25,19,36,Nearby,2,147.3,0.0,294.6,25.3,0.0,50.6,48,41,54
456,NYALBA04,21 Gansevoort St,Albany,NY,12202,42.637992,-73.757452,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,UP40639A,< 0.5 Mile,0.3,275,Yes,Yes,Yes,Nearby,30,461.6,7.3,1360.3,49.6,2.2,106.1,27,22,43,PF70177411,1,11.7,11.7,11.7,1.5,1.5,1.5,31,31,31,Nearby,6,280.2,12.5,595.1,30.1,1.1,60.6,29,19,66
1052,RINEWP01,65 Halsey Street,Newport,RI,2840,41.503787,-71.314347,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,4PR0341C,< 0.5 Mile,0.3,300,Yes,Yes,Yes,PF62163126,1,207.2,207.2,207.2,51.7,51.7,51.7,24,24,24,PF62163126,3,231.5,120.8,435.8,95.6,67.5,112.2,33,27,39,PF62163126,1,38.8,38.8,38.8,29.7,29.7,29.7,27,27,27
540,NCASHE01,24 Pond Road,Asheville,NC,28806,35.548206,-82.602543,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Building Residential,,No,5AS0812C,< 0.5 Mile,0.4,314,Yes,Yes,Yes,Nearby,15,258.6,0.2,792.6,7.8,0.1,37.5,54,12,186,Nearby,43,380.2,1.0,1181.6,33.9,0.1,113.4,69,35,320,Nearby,6,94.9,35.6,227.3,7.6,1.9,17.7,50,42,56
1011,ARROGE02,602 52nd Street,Rogers,AR,72758,36.326952,-94.187273,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,AR01114A,< 0.5 Mile,0.4,64,Yes,Yes,Yes,PC74556116,2,663.3,596.4,730.2,5.9,4.6,7.2,47,43,50,Nearby,22,268.9,13.7,503.7,32.2,1.1,120.8,47,30,103,PC74556116,3,255.1,167.2,337.1,11.2,10.5,12.0,37,35,39
1056,MNSTCL01,650-10 St,St. Cloud,MN,56304,45.5492,-94.1105,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A1O0777F,< 0.5 Mile,0.4,297,Yes,Yes,Yes,Nearby,4,200.2,190.4,218.5,25.2,24.7,25.8,17,17,18,Nearby,3,417.7,312.5,571.2,22.2,6.0,31.9,24,17,35,Nearby,1,129.8,129.8,129.8,8.8,8.8,8.8,62,62,62
718,GAFORE01,327 Lamar Dr,Forest Park,GA,30297,33.608399,-84.369735,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,9AT3258B,< 0.5 Mile,0.4,294,Yes,Yes,Yes,Nearby,65,327.3,0.1,1312.7,18.7,0.0,88.1,23,9,92,Nearby,22,59.1,0.9,623.9,5.4,0.0,36.1,140,13,1324,Nearby,5,228.1,3.7,1109.7,8.3,0.0,40.9,64,23,213
546,WIMADI01,2418 W Badger,Madison,WI,53713,43.038549,-89.419996,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,ML93213A,< 0.5 Mile,0.4,118,Yes,Yes,Yes,Nearby,18,469.8,52.7,640.0,41.4,2.9,102.7,19,10,57,Nearby,41,651.2,2.2,1434.4,56.6,1.1,147.6,21,13,56,Nearby,18,233.6,0.0,562.8,18.1,0.0,85.3,68,30,330
547,WIMADI02,2418 W. Badger,Madison,WI,53713,43.038549,-89.419996,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,ML93213A,< 0.5 Mile,0.4,118,Yes,Yes,Yes,Nearby,18,469.8,52.7,640.0,41.4,2.9,102.7,19,10,57,Nearby,41,651.2,2.2,1434.4,56.6,1.1,147.6,21,13,56,Nearby,18,233.6,0.0,562.8,18.1,0.0,85.3,68,30,330
340,CAOAKL01,172 98th Avenue,Oakland,CA,94603,37.727761,-122.192532,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Residential,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,No,SF70219M,< 0.5 Mile,0.4,298,Yes,Yes,Yes,RU05880307,8,88.9,15.7,255.7,8.2,0.4,23.0,35,24,41,Nearby,75,298.2,0.8,1268.6,36.9,0.3,132.1,28,13,181,Nearby,200,204.2,0.4,794.2,22.3,0.0,98.4,32,11,462
884,PAHOME01,4562 Rt 119 S,Homer City,PA,15748,40.522029,-79.161743,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,A4E0814A,< 0.5 Mile,0.4,62,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,FLPLAC01,5225 Redwood Road,Placida,FL,33947,26.89687,-82.239033,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,6FM1036A,< 0.5 Mile,0.4,172,Yes,Yes,Yes,Nearby,18,287.0,49.7,809.1,14.3,0.6,70.8,28,18,43,Nearby,9,77.6,5.2,125.2,4.4,0.1,7.5,30,25,48,Nearby,1,597.7,597.7,597.7,18.1,18.1,18.1,22,22,22
926,DENEWA01,501 Bear Christina Rd,Newark,DE,19701,39.678206,-75.691384,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,1NC8888A,< 0.5 Mile,0.4,241,Yes,Yes,Yes,Nearby,21,610.0,40.8,1174.2,46.3,1.5,85.8,23,9,202,Nearby,23,410.6,0.0,1257.2,46.9,0.1,87.1,26,12,40,Nearby,3,263.1,6.8,539.2,31.5,0.2,64.0,32,22,51
1009,GABRUN01,6019 Habersham Street,Brunswick,GA,31520,31.205267,-81.500395,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,No,9JK0110A,< 0.5 Mile,0.4,107,Yes,Yes,Yes,Nearby,3,834.8,627.6,945.2,27.0,2.9,60.2,57,32,101,PB85788174,1,31.3,31.3,31.3,88.1,88.1,88.1,27,27,27,PB85788174,1,640.1,640.1,640.1,84.6,84.6,84.6,28,28,28
664,TXRICH01,3000 Telecomm Parkway,Richardson,TX,75081,32.990485,-96.65184,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DA04971A,< 0.5 Mile,0.5,157,Yes,Yes,Yes,PC46515507,1,183.2,183.2,183.2,14.4,14.4,14.4,18,18,18,Nearby,3,129.2,25.4,291.1,12.6,9.1,18.9,211,19,587,PC46515507,1,67.1,67.1,67.1,18.9,18.9,18.9,21,21,21
1248,MIL2O01,9424 Newburgh Rd,Livonia,MI,48150,42.361059,-83.410604,,Eligible,Unlimited Productivity Filter On Or Capped Plans (see C2),Good,--,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DE04174A,< 0.5 Mile,0.5,33,Yes,Yes,Yes,Nearby,63,459.0,40.0,1101.7,15.2,0.5,68.8,22,10,104,PF42778614,1,77.9,77.9,77.9,31.4,31.4,31.4,22,22,22,Nearby,6,46.0,5.8,100.7,3.3,0.4,9.5,32,17,49
